city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Tavarede,Tavarede,40.167,-8.845,Portugal,PT,PRT,Coimbra,,9441,1620503693
Aljustrel,Aljustrel,37.9167,-8.1667,Portugal,PT,PRT,Beja,minor,9257,1620079386
Melgaço,Melgaco,42.1,-8.25,Portugal,PT,PRT,Viana do Castelo,minor,9213,1620521790
Paredes de Coura,Paredes de Coura,41.9,-8.55,Portugal,PT,PRT,Viana do Castelo,minor,9198,1620660116
Gondizalves,Gondizalves,41.536,-8.44,Portugal,PT,PRT,Braga,,9148,1620510118
Rebordosa,Rebordosa,41.22,-8.412,Portugal,PT,PRT,Porto,,9106,1620003378
Vinhais,Vinhais,41.8167,-7,Portugal,PT,PRT,Bragança,minor,9066,1620473528
Carregado,Carregado,39.0167,-8.9667,Portugal,PT,PRT,Lisboa,,9066,1620397185
Caxias,Caxias,38.702,-9.276,Portugal,PT,PRT,Lisboa,,9007,1620425668
Almargem,Almargem,38.8475,-9.2714,Portugal,PT,PRT,Lisboa,,8983,1620407856
Aver-o-Mar,Aver-o-Mar,41.4,-8.7667,Portugal,PT,PRT,Porto,,8961,1620327215
Vila Nova de Cerveira,Vila Nova de Cerveira,41.9667,-8.6833,Portugal,PT,PRT,Viana do Castelo,minor,8923,1620227274
Rabo de Peixe,Rabo de Peixe,37.8103,-25.5861,Portugal,PT,PRT,Azores,,8866,1620488463
Ponta do Sol,Ponta do Sol,32.6806,-17.1042,Portugal,PT,PRT,Madeira,,8862,1620041092
Lourosa,Lourosa,40.988,-8.546,Portugal,PT,PRT,Aveiro,,8636,1620621244
Ferreira do Zêzere,Ferreira do Zezere,39.6833,-8.2833,Portugal,PT,PRT,Santarém,minor,8619,1620885794
Torre de Moncorvo,Torre de Moncorvo,41.2,-7.1333,Portugal,PT,PRT,Bragança,minor,8572,1620001140
Chamusca,Chamusca,39.35,-8.4833,Portugal,PT,PRT,Santarém,minor,8530,1620501575
